REPORTE DE LIMPIEZA DE DATOS
========================================
Venta 1: sin registro de stock previo, se elimina.
Venta 2904: sin registro de stock previo, se elimina.
Venta 2905: sin registro de stock previo, se elimina.
Venta 2906: sin registro de stock previo, se elimina.
Venta 2907: sin registro de stock previo, se elimina.
Venta 2908: sin registro de stock previo, se elimina.
Venta 2909: sin registro de stock previo, se elimina.
Venta 2910: stock insuficiente (0 < 1) en 2025-02-09.
Venta 2911: sin registro de stock previo, se elimina.
Venta 2912: sin registro de stock previo, se elimina.
Venta 2913: sin registro de stock previo, se elimina.
Venta 2914: sin registro de stock previo, se elimina.
Venta 2915: sin registro de stock previo, se elimina.
Venta 2916: sin registro de stock previo, se elimina.
Venta 2917: stock insuficiente (0 < 1) en 2025-02-10.
Venta 2918: sin registro de stock previo, se elimina.
Venta 2919: sin registro de stock previo, se elimina.
Venta 2920: sin registro de stock previo, se elimina.
Venta 2921: sin registro de stock previo, se elimina.
Venta 2922: sin registro de stock previo, se elimina.
Venta 2923: stock insuficiente (0 < 1) en 2025-02-11.
Venta 2924: sin registro de stock previo, se elimina.
Venta 2925: sin registro de stock previo, se elimina.
Venta 2926: sin registro de stock previo, se elimina.
Venta 2927: sin registro de stock previo, se elimina.
Venta 2928: stock insuficiente (0 < 1) en 2025-02-12.
Venta 2929: sin registro de stock previo, se elimina.
Venta 2930: sin registro de stock previo, se elimina.
Venta 2931: sin registro de stock previo, se elimina.
Venta 2932: sin registro de stock previo, se elimina.
Venta 2933: stock insuficiente (0 < 1) en 2025-02-17.
Venta 2934: sin registro de stock previo, se elimina.
Venta 2935: sin registro de stock previo, se elimina.
Venta 2936: sin registro de stock previo, se elimina.
Venta 2937: sin registro de stock previo, se elimina.
Venta 2938: sin registro de stock previo, se elimina.
Venta 2939: stock insuficiente (0 < 7) en 2025-02-18.
Venta 2940: sin registro de stock previo, se elimina.
Venta 2941: sin registro de stock previo, se elimina.
Venta 2942: sin registro de stock previo, se elimina.
Venta 2943: sin registro de stock previo, se elimina.
Venta 2944: stock insuficiente (0 < 2) en 2025-02-19.
Venta 2945: sin registro de stock previo, se elimina.
Venta 2946: sin registro de stock previo, se elimina.
Venta 2947: sin registro de stock previo, se elimina.
Venta 2948: sin registro de stock previo, se elimina.
Venta 2949: stock insuficiente (0 < 6) en 2025-02-20.
Venta 2950: sin registro de stock previo, se elimina.
Venta 2951: sin registro de stock previo, se elimina.
Venta 2952: sin registro de stock previo, se elimina.
Venta 2953: sin registro de stock previo, se elimina.
Venta 2954: stock insuficiente (0 < 2) en 2025-02-21.
Venta 2955: sin registro de stock previo, se elimina.
Venta 2956: sin registro de stock previo, se elimina.
Venta 2957: sin registro de stock previo, se elimina.
Venta 2958: sin registro de stock previo, se elimina.
Venta 2959: stock insuficiente (0 < 2) en 2025-02-22.
Venta 2960: sin registro de stock previo, se elimina.
Venta 2961: sin registro de stock previo, se elimina.
Venta 2962: sin registro de stock previo, se elimina.
Venta 2963: sin registro de stock previo, se elimina.
Venta 2964: sin registro de stock previo, se elimina.
Venta 2965: sin registro de stock previo, se elimina.
Venta 2966: sin registro de stock previo, se elimina.
Venta 2967: sin registro de stock previo, se elimina.
Venta 2968: sin registro de stock previo, se elimina.
Venta 2969: sin registro de stock previo, se elimina.
Venta 2970: sin registro de stock previo, se elimina.
Venta 2971: sin registro de stock previo, se elimina.
Venta 2972: sin registro de stock previo, se elimina.
Venta 2973: sin registro de stock previo, se elimina.
Venta 2974: sin registro de stock previo, se elimina.
Venta 2975: sin registro de stock previo, se elimina.
Venta 2976: sin registro de stock previo, se elimina.
Venta 2977: sin registro de stock previo, se elimina.
Venta 2978: sin registro de stock previo, se elimina.
Venta 2979: sin registro de stock previo, se elimina.
Venta 2980: sin registro de stock previo, se elimina.
Venta 2981: sin registro de stock previo, se elimina.
Venta 2982: sin registro de stock previo, se elimina.
Venta 2983: stock insuficiente (0 < 1) en 2025-03-03.
Venta 2984: sin registro de stock previo, se elimina.
Venta 2985: sin registro de stock previo, se elimina.
Venta 2986: sin registro de stock previo, se elimina.
Venta 2987: sin registro de stock previo, se elimina.
Venta 2988: sin registro de stock previo, se elimina.
Venta 2989: sin registro de stock previo, se elimina.
Venta 2990: sin registro de stock previo, se elimina.
Venta 2991: stock insuficiente (0 < 4) en 2025-03-04.
Venta 2992: sin registro de stock previo, se elimina.
Venta 2993: sin registro de stock previo, se elimina.
Venta 2994: sin registro de stock previo, se elimina.
Venta 2995: sin registro de stock previo, se elimina.
Venta 2996: sin registro de stock previo, se elimina.
Venta 2997: sin registro de stock previo, se elimina.
Venta 2998: stock insuficiente (0 < 4) en 2025-03-05.
Venta 2999: sin registro de stock previo, se elimina.
Venta 3000: sin registro de stock previo, se elimina.
Venta 3001: sin registro de stock previo, se elimina.
Venta 3002: sin registro de stock previo, se elimina.
Venta 3003: sin registro de stock previo, se elimina.
Venta 3004: stock insuficiente (0 < 1) en 2025-03-06.
Venta 3005: sin registro de stock previo, se elimina.
Venta 3006: sin registro de stock previo, se elimina.
Venta 3007: sin registro de stock previo, se elimina.
Venta 3008: sin registro de stock previo, se elimina.
Venta 3009: sin registro de stock previo, se elimina.
Venta 3010: stock insuficiente (0 < 1) en 2025-03-07.
Venta 3011: sin registro de stock previo, se elimina.
Venta 3012: sin registro de stock previo, se elimina.
Venta 3013: sin registro de stock previo, se elimina.
Venta 3014: sin registro de stock previo, se elimina.
Venta 3015: stock insuficiente (0 < 4) en 2025-03-08.
Venta 3016: sin registro de stock previo, se elimina.
Venta 3017: sin registro de stock previo, se elimina.
Venta 3018: sin registro de stock previo, se elimina.
Venta 3019: sin registro de stock previo, se elimina.
Venta 3020: stock insuficiente (0 < 2) en 2025-03-09.
Venta 3021: sin registro de stock previo, se elimina.
Venta 3022: sin registro de stock previo, se elimina.
Venta 3023: sin registro de stock previo, se elimina.
Venta 3024: sin registro de stock previo, se elimina.
Venta 3025: stock insuficiente (0 < 2) en 2025-03-10.
Venta 3026: sin registro de stock previo, se elimina.
Venta 3027: sin registro de stock previo, se elimina.
Venta 3028: sin registro de stock previo, se elimina.
Venta 3029: stock insuficiente (0 < 1) en 2025-03-11.
Venta 3030: sin registro de stock previo, se elimina.
Venta 3031: sin registro de stock previo, se elimina.
Venta 3032: sin registro de stock previo, se elimina.
Venta 3033: sin registro de stock previo, se elimina.
Venta 3034: sin registro de stock previo, se elimina.
Venta 3035: sin registro de stock previo, se elimina.
Venta 3036: sin registro de stock previo, se elimina.
Venta 3037: sin registro de stock previo, se elimina.
Venta 3038: sin registro de stock previo, se elimina.
Venta 3039: sin registro de stock previo, se elimina.
Venta 3040: sin registro de stock previo, se elimina.
Venta 3041: sin registro de stock previo, se elimina.
Venta 3042: sin registro de stock previo, se elimina.
Venta 3043: sin registro de stock previo, se elimina.
Venta 3044: sin registro de stock previo, se elimina.
Venta 3045: sin registro de stock previo, se elimina.
Venta 3046: sin registro de stock previo, se elimina.
Venta 3047: sin registro de stock previo, se elimina.
Venta 3048: stock insuficiente (0 < 2) en 2025-03-17.
Venta 3049: sin registro de stock previo, se elimina.
Venta 3050: sin registro de stock previo, se elimina.
Venta 3051: sin registro de stock previo, se elimina.
Venta 3052: sin registro de stock previo, se elimina.
Venta 3053: sin registro de stock previo, se elimina.
Venta 3054: stock insuficiente (0 < 6) en 2025-03-18.
Venta 3055: sin registro de stock previo, se elimina.
Venta 3056: sin registro de stock previo, se elimina.
Venta 3057: sin registro de stock previo, se elimina.
Venta 3058: sin registro de stock previo, se elimina.
Venta 3059: stock insuficiente (0 < 2) en 2025-03-19.
Venta 3060: sin registro de stock previo, se elimina.
Venta 3061: sin registro de stock previo, se elimina.
Venta 3062: sin registro de stock previo, se elimina.
Venta 3063: sin registro de stock previo, se elimina.
Venta 3064: stock insuficiente (0 < 5) en 2025-03-20.
Venta 3065: sin registro de stock previo, se elimina.
Venta 3066: sin registro de stock previo, se elimina.
Venta 3067: sin registro de stock previo, se elimina.
Venta 3068: stock insuficiente (0 < 3) en 2025-03-21.
Venta 3069: sin registro de stock previo, se elimina.
Venta 3070: sin registro de stock previo, se elimina.
Venta 3071: sin registro de stock previo, se elimina.
Venta 3072: stock insuficiente (0 < 2) en 2025-03-22.
Venta 3073: sin registro de stock previo, se elimina.
Venta 3074: sin registro de stock previo, se elimina.
Venta 3075: sin registro de stock previo, se elimina.
Venta 3076: sin registro de stock previo, se elimina.
Venta 3077: sin registro de stock previo, se elimina.
Venta 3078: sin registro de stock previo, se elimina.
Venta 3079: sin registro de stock previo, se elimina.
Venta 3080: sin registro de stock previo, se elimina.
Venta 3081: sin registro de stock previo, se elimina.
Venta 3082: sin registro de stock previo, se elimina.
Venta 3083: sin registro de stock previo, se elimina.
Venta 3084: sin registro de stock previo, se elimina.
Venta 3085: sin registro de stock previo, se elimina.
Venta 3086: sin registro de stock previo, se elimina.
Venta 3087: sin registro de stock previo, se elimina.
Venta 3088: sin registro de stock previo, se elimina.
Venta 3089: sin registro de stock previo, se elimina.
Venta 3090: sin registro de stock previo, se elimina.
Venta 3091: sin registro de stock previo, se elimina.
Venta 3092: sin registro de stock previo, se elimina.
Venta 3093: sin registro de stock previo, se elimina.
Venta 3094: sin registro de stock previo, se elimina.
Venta 3095: sin registro de stock previo, se elimina.
Venta 3096: stock insuficiente (0 < 3) en 2025-04-03.
Venta 3097: sin registro de stock previo, se elimina.
Venta 3098: sin registro de stock previo, se elimina.
Venta 3099: sin registro de stock previo, se elimina.
Venta 3100: sin registro de stock previo, se elimina.
Venta 3101: sin registro de stock previo, se elimina.
Venta 3102: sin registro de stock previo, se elimina.
Venta 3103: sin registro de stock previo, se elimina.
Venta 3104: sin registro de stock previo, se elimina.
Venta 3105: stock insuficiente (0 < 3) en 2025-04-04.
Venta 3106: sin registro de stock previo, se elimina.
Venta 3107: sin registro de stock previo, se elimina.
Venta 3108: sin registro de stock previo, se elimina.
Venta 3109: sin registro de stock previo, se elimina.
Venta 3110: sin registro de stock previo, se elimina.
Venta 3111: sin registro de stock previo, se elimina.
Venta 3112: stock insuficiente (0 < 1) en 2025-04-05.
Venta 3113: sin registro de stock previo, se elimina.
Venta 3114: sin registro de stock previo, se elimina.
Venta 3115: sin registro de stock previo, se elimina.
Venta 3116: sin registro de stock previo, se elimina.
Venta 3117: sin registro de stock previo, se elimina.
Venta 3118: stock insuficiente (0 < 3) en 2025-04-06.
Venta 3119: sin registro de stock previo, se elimina.
Venta 3120: sin registro de stock previo, se elimina.
Venta 3121: sin registro de stock previo, se elimina.
Venta 3122: sin registro de stock previo, se elimina.
Venta 3123: sin registro de stock previo, se elimina.
Venta 3124: stock insuficiente (0 < 1) en 2025-04-07.
Venta 3125: sin registro de stock previo, se elimina.
Venta 3126: sin registro de stock previo, se elimina.
Venta 3127: sin registro de stock previo, se elimina.
Venta 3128: sin registro de stock previo, se elimina.
Venta 3129: stock insuficiente (0 < 2) en 2025-04-08.
Venta 3130: sin registro de stock previo, se elimina.
Venta 3131: sin registro de stock previo, se elimina.
Venta 3132: sin registro de stock previo, se elimina.
Venta 3133: sin registro de stock previo, se elimina.
Venta 3134: sin registro de stock previo, se elimina.
Venta 3135: sin registro de stock previo, se elimina.
Venta 3136: stock insuficiente (0 < 2) en 2025-04-09.
Venta 3137: sin registro de stock previo, se elimina.
Venta 3138: sin registro de stock previo, se elimina.
Venta 3139: sin registro de stock previo, se elimina.
Venta 3140: sin registro de stock previo, se elimina.
Venta 3141: sin registro de stock previo, se elimina.
Venta 3142: stock insuficiente (0 < 1) en 2025-04-10.
Venta 3143: sin registro de stock previo, se elimina.
Venta 3144: sin registro de stock previo, se elimina.
Venta 3145: sin registro de stock previo, se elimina.
Venta 3146: sin registro de stock previo, se elimina.
Venta 3147: stock insuficiente (0 < 2) en 2025-04-11.
Venta 3148: sin registro de stock previo, se elimina.
Venta 3149: sin registro de stock previo, se elimina.
Venta 3150: stock insuficiente (0 < 2) en 2025-04-12.
Venta 3151: sin registro de stock previo, se elimina.
Venta 3152: sin registro de stock previo, se elimina.
Venta 3153: sin registro de stock previo, se elimina.
Venta 3154: sin registro de stock previo, se elimina.
Venta 3155: sin registro de stock previo, se elimina.
Venta 3156: sin registro de stock previo, se elimina.
Venta 3157: stock insuficiente (0 < 1) en 2025-04-17.
Venta 3158: sin registro de stock previo, se elimina.
Venta 3159: sin registro de stock previo, se elimina.
Venta 3160: sin registro de stock previo, se elimina.
